species	proteome_id	tax_id	superregnum	uniprot_fasta_file	count	mean	var	log10_mean	log10_var	division_both_dbs
Prevotella sp. CAG:592	UP000018343	1262931	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018343/UP000018343_1262931.fasta.gz	2159.0	346.951366373321	60693.514315787404	2.4313116322863726	0.1084189813492953	bacteria
Prevotella sp. CAG:604	UP000018295	1262932	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018295/UP000018295_1262932.fasta.gz	2073.0	346.01881331403763	60696.75592001966	2.4284359018259787	0.1093975848412916	bacteria
Prevotella sp. CAG:617	UP000018057	1262933	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018057/UP000018057_1262933.fasta.gz	1928.0	336.7567427385892	56036.84946151759	2.4266926649162937	0.0953609276364369	bacteria
Prevotella sp. CAG:732	UP000018039	1262934	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018039/UP000018039_1262934.fasta.gz	2409.0	358.72436695724366	70113.60505799818	2.436347370817138	0.1178875584613707	bacteria
Prevotella sp. CAG:755	UP000018353	1262935	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018353/UP000018353_1262935.fasta.gz	1936.0	331.66322314049586	53073.00796976104	2.420914791504126	0.0948463105419927	bacteria
Prevotella sp. CAG:873	UP000018078	1262936	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018078/UP000018078_1262936.fasta.gz	2055.0	341.52749391727497	60038.75374712447	2.4291320984709004	0.0975469659309739	bacteria
Prevotella sp. CAG:891	UP000018147	1262937	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018147/UP000018147_1262937.fasta.gz	2058.0	341.90767735665696	67601.37504068924	2.4145404742077745	0.1150109432441704	bacteria
Prevotella sp. CAG:924	UP000018357	1262938	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018357/UP000018357_1262938.fasta.gz	2225.0	347.6112359550562	58797.17838089079	2.434722143761231	0.1042449872910221	bacteria
Roseburia sp. CAG:100	UP000018092	1262940	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018092/UP000018092_1262940.fasta.gz	2901.0	319.0013788348845	41792.76620499471	2.413835933200671	0.0869686216241718	bacteria
Roseburia sp. CAG:18	UP000018230	1262941	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018230/UP000018230_1262941.fasta.gz	2378.0	320.8704793944491	43294.34081096066	2.415943690907052	0.0862699060459571	bacteria
Roseburia sp. CAG:182	UP000018104	1262942	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018104/UP000018104_1262942.fasta.gz	2523.0	290.4867221561633	37268.832000472736	2.372443441945548	0.0859213557871685	bacteria
Roseburia sp. CAG:197	UP000018336	1262943	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018336/UP000018336_1262943.fasta.gz	2420.0	306.48636363636365	42529.43635799917	2.3919479965391663	0.0894128712629677	bacteria
Roseburia sp. CAG:303	UP000018355	1262944	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018355/UP000018355_1262944.fasta.gz	2401.0	323.34860474802167	49061.74300742745	2.415670652547276	0.0876157591809178	bacteria
Roseburia sp. CAG:309	UP000018292	1262945	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018292/UP000018292_1262945.fasta.gz	2223.0	305.8825910931174	43233.56181650554	2.3875427139777665	0.0933095112730397	bacteria
Roseburia sp. CAG:380	UP000017909	1262946	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000017909/UP000017909_1262946.fasta.gz	2486.0	325.6592920353982	55026.26656754688	2.417761345190322	0.0877867953363174	bacteria
Roseburia sp. CAG:45	UP000018173	1262947	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018173/UP000018173_1262947.fasta.gz	2315.0	317.148596112311	45278.410926074925	2.411188710029614	0.0847086713507353	bacteria
Roseburia sp. CAG:50	UP000018378	1262949	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018378/UP000018378_1262949.fasta.gz	2482.0	325.20225624496373	48078.551578946	2.420366949196029	0.0870861399250512	bacteria
Ruminococcus sp. CAG:108	UP000018037	1262950	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018037/UP000018037_1262950.fasta.gz	1917.0	308.9713093375065	52912.3598235979	2.39209524706034	0.0893076723320125	bacteria
Ruminococcus sp. CAG:177	UP000018315	1262952	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018315/UP000018315_1262952.fasta.gz	1937.0	315.4238513164688	45351.650319250606	2.411408390763557	0.0815945819872565	bacteria
Ruminococcus sp. CAG:254	UP000018181	1262953	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018181/UP000018181_1262953.fasta.gz	1961.0	314.598674145844	49423.94548803714	2.401322395376252	0.0892374701569255	bacteria
Ruminococcus sp. CAG:330	UP000018377	1262954	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018377/UP000018377_1262954.fasta.gz	2234.0	314.1933751119069	53273.309656046426	2.3971721862040525	0.0916762069450618	bacteria
Ruminococcus sp. CAG:353	UP000017936	1262955	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000017936/UP000017936_1262955.fasta.gz	2331.0	307.8138138138138	44514.02111381768	2.394317509632977	0.0884375630404671	bacteria
Ruminococcus sp. CAG:379	UP000018306	1262956	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018306/UP000018306_1262956.fasta.gz	1950.0	313.6702564102564	54731.26165975977	2.39340154420656	0.0933593389204186	bacteria
Ruminococcus sp. CAG:382	UP000018166	1262957	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018166/UP000018166_1262957.fasta.gz	1853.0	291.5569347004857	38688.05790679757	2.369436078755984	0.0887922665833205	bacteria
Ruminococcus sp. CAG:403	UP000017925	1262958	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000017925/UP000017925_1262958.fasta.gz	1971.0	309.351598173516	46632.56108754607	2.39468217026206	0.0886569868953316	bacteria
Ruminococcus sp. CAG:563	UP000018082	1262961	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018082/UP000018082_1262961.fasta.gz	2054.0	324.5111976630964	52661.08584629992	2.413818543489616	0.0916132544328861	bacteria
Ruminococcus sp. CAG:57	UP000018131	1262962	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018131/UP000018131_1262962.fasta.gz	2264.0	309.9090106007067	52806.81363507899	2.3883377024309493	0.0949398832710522	bacteria
Ruminococcus sp. CAG:579	UP000018387	1262963	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018387/UP000018387_1262963.fasta.gz	2155.0	317.2668213457077	54647.90973896296	2.398819593733711	0.0952877800880061	bacteria
Ruminococcus sp. CAG:624	UP000017977	1262965	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000017977/UP000017977_1262965.fasta.gz	1963.0	291.2165053489557	43068.20233701666	2.363913814653934	0.0922461592472197	bacteria
Ruminococcus sp. CAG:724	UP000018243	1262966	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018243/UP000018243_1262966.fasta.gz	1633.0	308.3129210042866	53059.483515543376	2.391594471087927	0.0872866989714933	bacteria
Staphylococcus sp. CAG:324	UP000018360	1262969	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018360/UP000018360_1262969.fasta.gz	1476.0	341.05149051490514	87278.39327913278	2.418830471785685	0.0990459971103356	bacteria
Subdoligranulum sp. CAG:314	UP000017993	1262970	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000017993/UP000017993_1262970.fasta.gz	1341.0	332.9366144668158	77112.1474718132	2.4106621536763737	0.0978069937907523	bacteria
Succinatimonas sp. CAG:777	UP000018241	1262974	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018241/UP000018241_1262974.fasta.gz	1970.0	321.407614213198	44903.37718932798	2.4153801069277234	0.0874338490814899	bacteria
Sutterella sp. CAG:397	UP000018105	1262976	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018105/UP000018105_1262976.fasta.gz	1804.0	310.92017738359203	44419.12840019037	2.403085055868352	0.0826317808692119	bacteria
Sutterella sp. CAG:521	UP000018289	1262977	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018289/UP000018289_1262977.fasta.gz	1632.0	322.8700980392157	43321.33320710259	2.422656202968105	0.0812222041232432	bacteria
Tannerella sp. CAG:118	UP000018396	1262978	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018396/UP000018396_1262978.fasta.gz	2920.0	371.1147260273973	71097.76312668064	2.4613668777804385	0.1059028209734367	bacteria
Tannerella sp. CAG:51	UP000018150	1262979	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018150/UP000018150_1262979.fasta.gz	2586.0	374.6860015467904	70197.72573820347	2.472892506055106	0.094558982424843	bacteria
Lachnospiraceae bacterium CAG:364	UP000017986	1262983	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000017986/UP000017986_1262983.fasta.gz	2282.0	312.72655565293604	46114.27153473365	2.40490879025854	0.084546173685821	bacteria
Proteobacteria bacterium CAG:139	UP000018405	1262986	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018405/UP000018405_1262986.fasta.gz	1880.0	307.1691489361702	40288.13103280378	2.40102600118759	0.0800291405338879	bacteria
Proteobacteria bacterium CAG:495	UP000018309	1262987	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018309/UP000018309_1262987.fasta.gz	1693.0	293.3431777909037	43366.03996081767	2.374030729955389	0.0833147830004268	bacteria
Firmicutes bacterium CAG:95	UP000018182	1262988	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018182/UP000018182_1262988.fasta.gz	2767.0	318.00758944705456	44756.4731889449	2.409605873173985	0.0890897559843739	bacteria
Firmicutes bacterium CAG:94	UP000018237	1262989	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018237/UP000018237_1262989.fasta.gz	2410.0	280.3630705394191	34659.6667967115	2.3538716665273625	0.0878513010691458	bacteria
Firmicutes bacterium CAG:884	UP000018073	1262990	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018073/UP000018073_1262990.fasta.gz	1232.0	295.01623376623377	53374.3230506293	2.3575620852091275	0.1028306061349207	bacteria
Firmicutes bacterium CAG:882	UP000017928	1262991	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000017928/UP000017928_1262991.fasta.gz	2572.0	328.9090202177294	51401.51719592802	2.418379609845412	0.0945304199398313	bacteria
Firmicutes bacterium CAG:83	UP000018101	1262992	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018101/UP000018101_1262992.fasta.gz	1718.0	301.6816065192084	42407.57066905417	2.38559273260904	0.0886538445764042	bacteria
Firmicutes bacterium CAG:791	UP000018038	1262993	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018038/UP000018038_1262993.fasta.gz	2175.0	321.4671264367816	39478.16807706542	2.422088078934955	0.0826725431668334	bacteria
Firmicutes bacterium CAG:65	UP000018207	1262994	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018207/UP000018207_1262994.fasta.gz	2512.0	317.6783439490446	40260.7686586662	2.416971176433543	0.0810747022695315	bacteria
Firmicutes bacterium CAG:646	UP000018386	1262995	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018386/UP000018386_1262995.fasta.gz	2671.0	312.53051291651065	48240.77875026116	2.3976681466677263	0.0920037749994056	bacteria
Firmicutes bacterium CAG:631	UP000018035	1262996	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018035/UP000018035_1262996.fasta.gz	1348.0	316.10237388724033	54559.31096689203	2.3961673534259806	0.095232390041814	bacteria
Firmicutes bacterium CAG:582	UP000018398	1262997	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018398/UP000018398_1262997.fasta.gz	1293.0	300.28228924980664	47005.18882695343	2.381692483616661	0.0862684556344522	bacteria
Firmicutes bacterium CAG:102	UP000018112	1262998	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018112/UP000018112_1262998.fasta.gz	2021.0	297.7135081642751	47530.17283229065	2.371301982905392	0.0939020638555376	bacteria
Firmicutes bacterium CAG:103	UP000018290	1262999	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018290/UP000018290_1262999.fasta.gz	1809.0	290.9618573797678	36988.67166380487	2.3716767149427285	0.0874941248234509	bacteria
Firmicutes bacterium CAG:110	UP000018021	1263000	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018021/UP000018021_1263000.fasta.gz	2311.0	304.6244050194721	42154.56276344454	2.3919622458746908	0.0867628851831476	bacteria
Firmicutes bacterium CAG:114	UP000018090	1263001	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018090/UP000018090_1263001.fasta.gz	2222.0	289.0792079207921	37628.29448870146	2.371437437602736	0.0826109501215896	bacteria
Firmicutes bacterium CAG:124	UP000018269	1263002	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018269/UP000018269_1263002.fasta.gz	2364.0	302.3718274111675	49067.74023009124	2.379105315898207	0.0936654324320488	bacteria
Firmicutes bacterium CAG:129	UP000018410	1263003	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018410/UP000018410_1263003.fasta.gz	1635.0	296.1730886850153	37040.07834510535	2.3827830161801544	0.0845057429654556	bacteria
Firmicutes bacterium CAG:137	UP000018011	1263004	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018011/UP000018011_1263004.fasta.gz	2347.0	294.79079676182363	57357.86286496593	2.3646787790067294	0.0916237236644982	bacteria
Firmicutes bacterium CAG:145	UP000018044	1263005	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018044/UP000018044_1263005.fasta.gz	1960.0	302.3178571428571	40098.21897651863	2.388300139913685	0.0876921916294711	bacteria
Firmicutes bacterium CAG:170	UP000018279	1263006	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018279/UP000018279_1263006.fasta.gz	2216.0	304.18501805054154	50798.80819078973	2.3823355995458284	0.0922095616431742	bacteria
Firmicutes bacterium CAG:176	UP000017932	1263007	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000017932/UP000017932_1263007.fasta.gz	1505.0	298.734219269103	39336.4958029971	2.3873047464842414	0.083673363051779	bacteria
Firmicutes bacterium CAG:194	UP000018384	1263008	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018384/UP000018384_1263008.fasta.gz	2310.0	330.4822510822511	54042.129394670585	2.426937912528022	0.0856844693727682	bacteria
Firmicutes bacterium CAG:212	UP000018345	1263009	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018345/UP000018345_1263009.fasta.gz	2078.0	326.8339749759384	43063.53862367197	2.431302676019075	0.0786500127373002	bacteria
Firmicutes bacterium CAG:227	UP000018294	1263010	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018294/UP000018294_1263010.fasta.gz	2286.0	331.3508311461067	49006.53857042487	2.4339895687406403	0.0808182810718839	bacteria
Firmicutes bacterium CAG:238	UP000018260	1263011	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018260/UP000018260_1263011.fasta.gz	2016.0	299.5734126984127	43100.057138918426	2.3807029036234324	0.0900994192695162	bacteria
Firmicutes bacterium CAG:24	UP000017963	1263012	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000017963/UP000017963_1263012.fasta.gz	2518.0	321.510325655282	40760.24760887285	2.4181768443172467	0.0868142867560616	bacteria
Firmicutes bacterium CAG:240	UP000018051	1263013	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018051/UP000018051_1263013.fasta.gz	1917.0	289.25612936880543	39013.14991674317	2.365220138332208	0.0901677508916932	bacteria
Firmicutes bacterium CAG:272	UP000017938	1263015	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000017938/UP000017938_1263015.fasta.gz	2248.0	296.11209964412814	46978.32209652411	2.374298839142204	0.0887111798626998	bacteria
Firmicutes bacterium CAG:308	UP000017945	1263016	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000017945/UP000017945_1263016.fasta.gz	1735.0	296.8559077809798	36892.54900631213	2.3883034388578506	0.0776309785114398	bacteria
Firmicutes bacterium CAG:313	UP000018373	1263017	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018373/UP000018373_1263017.fasta.gz	1321.0	335.68130204390616	70300.04456678826	2.423944268281906	0.091064110082685	bacteria
Firmicutes bacterium CAG:321	UP000017979	1263018	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000017979/UP000017979_1263018.fasta.gz	1220.0	289.5098360655738	40331.70375879181	2.362861523152203	0.0912741242727675	bacteria
Firmicutes bacterium CAG:345	UP000018232	1263020	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018232/UP000018232_1263020.fasta.gz	1462.0	336.3529411764706	62602.39006321215	2.4213184584150915	0.0968616526659535	bacteria
Firmicutes bacterium CAG:41	UP000018139	1263021	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018139/UP000018139_1263021.fasta.gz	2447.0	317.3420514916224	71495.44673054026	2.384408101160225	0.1041492156475458	bacteria
Firmicutes bacterium CAG:424	UP000018167	1263022	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018167/UP000018167_1263022.fasta.gz	2835.0	318.6793650793651	38537.63851194677	2.420852869126308	0.0788180821879438	bacteria
Firmicutes bacterium CAG:449	UP000018133	1263023	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018133/UP000018133_1263023.fasta.gz	1770.0	291.3666666666667	40774.31827774637	2.3594603631282385	0.100779938703066	bacteria
Firmicutes bacterium CAG:460	UP000018155	1263024	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018155/UP000018155_1263024.fasta.gz	1169.0	278.53036783575703	38677.18251022417	2.3436383990590945	0.0929698441973316	bacteria
Firmicutes bacterium CAG:466	UP000018338	1263025	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018338/UP000018338_1263025.fasta.gz	2676.0	286.2724215246637	40948.14968400318	2.3619638396718847	0.0864195808172684	bacteria
Firmicutes bacterium CAG:475	UP000018161	1263026	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018161/UP000018161_1263026.fasta.gz	1270.0	333.0299212598425	59304.21817414668	2.4244171000838555	0.0904541966933027	bacteria
Firmicutes bacterium CAG:534	UP000018220	1263027	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018220/UP000018220_1263027.fasta.gz	2499.0	318.06282513005203	44541.22863749183	2.415144784279477	0.0839863111217959	bacteria
Firmicutes bacterium CAG:536	UP000018332	1263028	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018332/UP000018332_1263028.fasta.gz	1621.0	306.33251079580504	37949.14307202534	2.402709766745897	0.0778646654819496	bacteria
Firmicutes bacterium CAG:552	UP000018403	1263029	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018403/UP000018403_1263029.fasta.gz	1175.0	321.73021276595745	65895.80193990357	2.401225101476485	0.0955315531446879	bacteria
Firmicutes bacterium CAG:555	UP000018402	1263030	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018402/UP000018402_1263030.fasta.gz	1723.0	302.69704004643063	45935.5144337423	2.3857090177021543	0.0880251157799206	bacteria
Firmicutes bacterium CAG:56	UP000018123	1263031	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018123/UP000018123_1263031.fasta.gz	2160.0	327.36435185185184	66028.51980319251	2.411409653670041	0.0931633311970431	bacteria
Firmicutes bacterium CAG:822	UP000017964	1263032	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000017964/UP000017964_1263032.fasta.gz	1377.0	288.9106753812636	42763.02181182551	2.3606743292849743	0.0915377598721359	bacteria
Alistipes putredinis CAG:67	UP000018026	1263036	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018026/UP000018026_1263036.fasta.gz	1913.0	315.91949817041296	46791.256068367285	2.4017061588778392	0.0922839889011433	bacteria
Bacteroides coprophilus CAG:333	UP000018018	1263041	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018018/UP000018018_1263041.fasta.gz	2352.0	359.90901360544217	54055.24990595983	2.46319623469149	0.0909829616113413	bacteria
Bacteroides plebeius CAG:211	UP000018372	1263052	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018372/UP000018372_1263052.fasta.gz	2643.0	363.6080211880439	67745.33456092006	2.4616884613507475	0.0938069242654359	bacteria
Blautia hydrogenotrophica CAG:147	UP000018163	1263061	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018163/UP000018163_1263061.fasta.gz	3087.0	306.8066083576288	38719.37639183069	2.401670501142857	0.0820318138212735	bacteria
Butyrivibrio crossotus CAG:259	UP000018300	1263062	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018300/UP000018300_1263062.fasta.gz	1976.0	318.53846153846155	43000.85421616358	2.417387890192204	0.0800841644156781	bacteria
Clostridium bartlettii CAG:1329	UP000017980	1263063	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000017980/UP000017980_1263063.fasta.gz	2686.0	312.5297840655249	41289.52816285838	2.409149183577626	0.0804774610502917	bacteria
Clostridium clostridioforme CAG:132	UP000018009	1263065	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018009/UP000018009_1263065.fasta.gz	4152.0	301.39113680154145	39489.63112354475	2.3892303521581857	0.0870762754946563	bacteria
Clostridium clostridioforme CAG:511	UP000018273	1263066	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018273/UP000018273_1263066.fasta.gz	3751.0	296.7286057051453	34581.72365882876	2.3822693768351724	0.0883225800110296	bacteria
Clostridium leptum CAG:27	UP000018168	1263068	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018168/UP000018168_1263068.fasta.gz	2482.0	311.31950040290087	51336.21508914974	2.395387228631772	0.0919219016814072	bacteria
Clostridium nexile CAG:348	UP000018368	1263069	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000018368/UP000018368_1263069.fasta.gz	2321.0	324.69409737182247	64631.1219004888	2.4050358897391755	0.0964007968167513	bacteria
Coprococcus comes CAG:19	UP000017957	1263070	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000017957/UP000017957_1263070.fasta.gz	2198.0	314.0250227479527	38146.40310593941	2.41199954304494	0.0823273032855757	bacteria
Coprococcus eutactus CAG:665	UP000017949	1263071	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000017949/UP000017949_1263071.fasta.gz	2415.0	330.15983436853	65726.95952938432	2.414740672655003	0.0951923215959312	bacteria
Dialister invisus CAG:218	UP000017966	1263072	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000017966/UP000017966_1263072.fasta.gz	1693.0	293.56763142350854	36744.018620686766	2.38179106106831	0.079803571248614	bacteria
