genes_species	genes_mean	genes_var	tax_id	prots_superregnum	prots_mean	prots_var	merged_division_superregnum
dialister_invisus_cag_218_gca_000433275	882.7028942705257	330696.1675861809	1263072	bacteria	293.56763142350854	36744.018620686766	bacteria
dorea_formicigenerans_cag_28_gca_000432635	922.919544900447	369497.6057194677	1263073	bacteria	306.97318163348234	41055.28952438529	bacteria
dorea_longicatena_cag_42_gca_000437195	929.9549180327868	342407.7861215878	1263074	bacteria	309.3183060109289	38045.30956906531	bacteria
eubacterium_hallii_cag_12_gca_000435875	957.2836725855348	389390.4875192618	1263078	bacteria	318.42789086184496	43265.60972436244	bacteria
eubacterium_siraeum_cag_80_gca_000434795	956.7655979202772	482016.5254393042	1263080	bacteria	318.2551993067591	53557.39171547825	bacteria
lichtheimia_corymbifera_jmrc_fsu_9682_gca_000723665	1568.097866796939	1593190.8983278326	1263082	eukaryota	433.151919591366	131940.68780260967	fungi
odoribacter_laneus_cag_561_gca_000432935	1056.789118065434	502264.3123255114	1263089	bacteria	351.596372688478	55807.14581394573	bacteria
paraprevotella_clara_cag_116_gca_000436895	1149.536354056902	764190.3963413055	1263095	bacteria	382.5121180189673	84910.04403792281	bacteria
peptostreptococcus_anaerobius_cag_621_gca_000431415	954.2942206654992	513108.6633836359	1263100	bacteria	317.4314068884997	57012.07370929288	bacteria
prevotella_copri_cag_164_gca_000435255	1038.7979407979408	540254.8188112085	1263102	bacteria	345.5993135993136	60028.31320124539	bacteria
roseburia_intestinalis_cag_13_gca_000435135	998.8392857142856	415586.81654365774	1263104	bacteria	332.2797619047619	46176.31294929531	bacteria
roseburia_inulinivorans_cag_15_gca_000432035	957.4564643799472	357049.6856039351	1263105	bacteria	318.4854881266491	39672.18728932612	bacteria
_ruminococcus_gnavus_cag_126_gca_000433555	921.6639629200464	355649.0825532228	1263106	bacteria	306.629057187017	39517.5020853883	bacteria
_ruminococcus_torques_cag_61_gca_000432115	1003.5081723625556	686969.7892047354	1263108	bacteria	333.83605745418527	76329.97657830393	bacteria
endocarpon_pusillum_z07020_gca_000464535	1764.5668975968824	1739537.455684452	1263415	eukaryota	529.9465756393585	158092.4587256736	fungi
microbacterium_sp_sa39_gca_000967865	953.1784565916398	374543.847533613	1263625	bacteria	317.0594855305466	41615.98305929033	bacteria
rhodopirellula_sallentina_sm41_gca_000346505	1029.257965953732	1042846.8023321253	1263870	bacteria	342.4722060535506	115888.3837420108	bacteria
mycoplasma_meleagridis_atcc_25294_gca_000969625	1149.5920792079207	1351457.1388260254	1264554	bacteria	382.53069306930695	150161.90431400284	bacteria
zavarzinia_compransoris_gca_003173055	987.7433628318583	481595.1327152435	1264899	bacteria	328.5847900113507	53532.66021365368	bacteria
pseudohaliea_rubra_dsm_19751_gca_000764025	1010.2202797202796	487275.8675144373	1265313	bacteria	336.07342657342656	54141.7630571597	bacteria
rhodopirellula_maiorica_sm1_gca_000346295	961.9707348242812	786239.8745268757	1265738	bacteria	320.07502556237216	87369.81809535918	bacteria
listeria_floridensis_fsl_s10_1187_gca_000525875	763.9428571428572	355503.3128492719	1265817	bacteria	254.05234159779613	39502.53532348506	bacteria
brochothrix_campestris_fsl_f6_1037_gca_000525915	786.3230198019802	297238.01736504125	1265861	bacteria	261.5344614114734	33021.18367979857	bacteria
mesoflavibacter_aestuarii_gca_003008425	1028.9607390300232	535832.8070833196	1266046	bacteria	342.6511179645335	59562.3606871415	bacteria
nitrospina_gracilis_3_211_gca_000341545	902.2947332883188	436114.1714616141	1266370	bacteria	300.09824442943955	48457.13016240156	bacteria
glaciihabitans_tibetensis_gca_003003265	975.032099479468	401870.81036649056	1266600	bacteria	324.4739583333333	44648.15445911722	bacteria
geobacter_sp_or_1_gca_000813145	987.5772749157438	666234.211821515	1266765	bacteria	328.53720202263423	74043.3084061386	bacteria
carnobacterium_inhibens_subsp_gilichinskyi_gca_000493735	901.7486772486772	338248.5923008521	1266845	bacteria	300.08594094314674	37572.585644407445	bacteria
frischella_perrara_gca_000807275	1005.5290492957746	527933.3809259122	1267021	bacteria	334.56607929515417	58693.910792466166	bacteria
halopenitus_malekzadehii_gca_900108505	866.5772305724337	374192.1583809395	1267564	archaea	288.4232125681308	41601.41801135666	archaea
roseivivax_pacificus_gca_003054175	934.9721141374838	396522.99706004834	1267769	bacteria	311.6377031419285	43986.552284276826	bacteria
paenibacillus_sabinae_t27_gca_000612505	935.4768170426064	424923.337878983	1268072	bacteria	311.4315326633166	47276.5511227604	bacteria
blumeria_graminis_f_sp_tritici_96224_gca_000418435	1433.7601888667991	1148419.203972721	1268274	eukaryota	440.8677274987568	116107.0399480302	fungi
acidovorax_sp_mr_s7_gca_000400995	967.8490130197396	389902.5524974503	1268622	bacteria	321.9531709365813	43321.77369399682	bacteria
legionella_oakridgensis_atcc_33761_dsm_21215_gca_000512355	835.7708049113234	403627.8635212898	1268635	bacteria	278.046439628483	45058.98717503447	bacteria
alloactinosynnema_iranicum_gca_900101685	946.5970953002612	654034.1505187361	1271860	bacteria	314.97256694970605	72695.23589600647	bacteria
rhodococcus_rhodnii_lmg_5362_gca_000389715	901.0110935023772	711410.2337990077	1273125	bacteria	299.9213508612874	79077.69433433436	bacteria
vulcaniibacterium_tengchongense_gca_003814555	992.96323296355	534334.7285145923	1273429	bacteria	330.51316206787186	59350.50180957303	bacteria
spiroplasma_taiwanense_ct_1_gca_000439435	896.1759352881699	456425.6775174695	1276220	bacteria	298.05864509605664	50713.96416860772	bacteria
spiroplasma_diminutum_cuas_1_gca_000439455	1025.0457209847598	503184.3253719268	1276221	bacteria	339.90909090909093	55819.41062904423	bacteria
spiroplasma_syrphidicola_ea_1_gca_000400955	995.5397614314116	442551.102397555	1276229	bacteria	331.1799204771372	49172.34471083945	bacteria
spiroplasma_culicicola_aes_1_gca_000565175	1011.3949579831932	460188.2728343674	1276246	bacteria	336.4649859943977	51132.03031492971	bacteria
spiroplasma_sabaudiense_ar_1343_gca_000565215	1048.12012987013	500397.4210894738	1276257	bacteria	348.70670995671	55599.713454386	bacteria
zymoseptoria_tritici_st99ch_3d7_gca_900091695	1501.097902097902	1232563.0198386689	1276538	eukaryota	457.3363760450435	128914.90578186628	fungi
paracoccus_siganidrum_gca_003594835	927.4163457424048	396551.68880616	1276757	bacteria	309.04951768488746	44163.233610938005	bacteria
paeniglutamicibacter_gangotriensis_lz1y_gca_000348945	928.857356235997	363259.7836815546	1276920	bacteria	308.95245207866566	40362.1981868394	bacteria
geobacter_sp_dsm_9736_gca_900187405	1017.8086015380234	721507.192416021	1277350	bacteria	338.5055508112724	80138.71074651457	bacteria
anthracocystis_flocculosa_pf_1_gca_000417875	2150.2517514124293	2101299.8800969548	1277687	eukaryota	628.5749152542373	218817.57807766573	fungi
myxococcus_stipitatus_dsm_14675_gca_000331735	1175.3773162541972	1841208.2439331447	1278073	bacteria	391.0586845704339	204546.3633798661	bacteria
keratinibaculum_paraultunense_gca_004343355	910.7425561154374	425960.76687284	1278232	bacteria	303.2770642201835	47298.964962464896	bacteria
cesiribacter_andamanensis_amv16_gca_000348925	968.33215046132	561521.9436016924	1279009	bacteria	322.218224852071	62396.3775560337	bacteria
tissierella_sp_p1_gca_002266425	865.9276713709677	319546.25516553654	1280483	bacteria	288.13840743531773	35570.67807474953	bacteria
meira_miltonrushii_gca_003144205	1731.000805152979	1434670.3637089208	1280837	eukaryota	494.0705850778315	143808.28813209623	fungi
pseudoruegeria_haliotis_gca_003003255	931.9491417673236	421843.0643904249	1280846	bacteria	310.20933191940617	46850.7310966049	bacteria
hyphomonas_sp_t16b2_gca_000682675	945.2571947894576	451038.75170958304	1280941	bacteria	314.420781581339	50114.48864678289	bacteria
hyphomonas_johnsonii_mhs_2_gca_000685275	953.026399767914	380673.1528141674	1280950	bacteria	317.0113141862489	42296.37508959569	bacteria
hyphomonas_jannaschiana_vp2_gca_000685215	943.5383737517832	368027.8907216696	1280952	bacteria	313.8479315263909	40891.36585259805	bacteria
hyphomonas_polymorpha_ps728_gca_000685315	949.2534406647624	387995.9414654314	1280954	bacteria	315.75616722929107	43110.086763903455	bacteria
tepidibacillus_fermentans_gca_004342885	874.3888198757764	335805.3205874634	1281767	bacteria	290.7954451345756	37311.96725347824	bacteria
flaviflexus_salsibiostraticola_gca_003952265	994.5587478559175	409775.3174395296	1282737	bacteria	330.61423550087875	46479.76057088781	bacteria
streptomyces_afghaniensis_772_gca_000415505	880.3215629842816	403204.0581046752	1283301	bacteria	293.2277722277722	44824.207661122186	bacteria
stachybotrys_chlorohalonata_ibt_40285_gca_000732775	1632.6665421259106	1561961.0426487986	1283841	eukaryota	492.4609404271263	156009.62704563545	fungi
dactylellina_haptotyla_cbs_200_50_gca_000441935	1804.669312893512	1994834.1016234648	1284197	eukaryota	517.3238434163701	168638.3573352542	fungi
candiadtus_scalindua_japonica_gca_002443295	939.2244339387908	696135.6395123412	1284222	bacteria	312.72262590829365	77673.96690398008	bacteria
streptomyces_gancidicus_bks_13_15_gca_000342345	966.2180015255532	488076.9105089747	1284664	bacteria	321.4175438596492	54228.83341203176	bacteria
cycloclasticus_sp_symbiont_of_bathymodiolus_heckerae_gca_002101235	919.2441571357532	369343.9816511673	1284675	bacteria	305.8129353233831	41050.54438212125	bacteria
actinomyces_sp_s6_spd3_gca_000758755	984.469086783891	477628.5238735696	1284680	bacteria	327.67480136208854	53052.88737148238	bacteria
prevotella_sp_s7_1_8_gca_000758925	1002.0223214285714	543878.133489919	1284775	bacteria	333.35357142857146	60430.40463216997	bacteria
magnetospirillum_marisnigri_gca_001650715	979.2130750605328	881857.2832390281	1285242	bacteria	326.243104710764	98370.96627629592	bacteria
niabella_drilacis_gca_900101395	1041.8285825849275	572167.2094308747	1285928	bacteria	346.92646195971054	63609.29936418171	bacteria
streptomyces_aurantiacus_ja_4570_gca_000414115	955.3926451612904	631814.8494232512	1286094	bacteria	317.79754838709675	70201.64993591681	bacteria
methylophaga_lonarensis_mpl_gca_000349205	917.6423501577289	402166.271641654	1286106	bacteria	305.2223974763407	44684.83809381592	bacteria
yoonia_sediminilitoris_gca_003058085	909.4049837486456	570852.6536812687	1286148	bacteria	303.0	63406.916395222586	bacteria
peptoclostridium_acidaminophilum_dsm_3953_gca_000597865	911.842487046632	382810.16315621743	1286171	bacteria	303.1171297924727	43173.93173672734	bacteria
sphaerotilus_natans_subsp_natans_dsm_6575_gca_000689195	992.2477261847774	503283.3063450799	1286631	bacteria	330.1457984199186	55917.05416876491	bacteria
zhouia_amylolytica_ad3_gca_000511935	1011.2803571428572	584777.644508357	1286632	bacteria	336.70742618550554	65057.23149913126	bacteria
streptomyces_sp_wmmb_714_gca_900090125	1027.2647164393395	559971.3538939601	1286822	bacteria	341.9672779575692	62188.84769728255	bacteria
phaeoacremonium_minimum_ucrpa7_gca_000392275	1510.7960153950646	1247844.0976361078	1286976	eukaryota	442.8703724668856	121101.34675911172	fungi
mesorhizobium_sp_lnhc252b00_gca_000502955	835.1321677285524	380530.1576921141	1287252	bacteria	277.7371072910492	42283.51291364079	bacteria
mesorhizobium_sp_lshc420b00_gca_000503055	826.2362316778141	333412.1687810155	1287292	bacteria	274.7833760318816	37042.86324531253	bacteria
prevotella_sp_s7_ms_2_gca_000762865	1083.2912757973734	518401.8386286859	1287488	bacteria	360.1399253731343	57412.11573606536	bacteria
neofusicoccum_parvum_ucrnp2_gca_000385595	1530.4599652710783	1224202.4072248517	1287680	eukaryota	424.959671972986	107389.44105971484	fungi
eutypa_lata_ucrel1_gca_000349385	1530.7108258451003	1107402.5876309937	1287681	eukaryota	431.1923998630606	97747.41620175536	fungi
roseovarius_azorensis_gca_900109455	919.3104265402844	333248.8630516484	1287727	bacteria	306.1392405063291	36989.18714877674	bacteria
anncaliia_algerae_pra339_gca_000385875	825.4880489160645	438344.3494540181	1288291	eukaryota	266.70553691275165	47512.30347702633	fungi
roseovarius_mucosus_dsm_17069_gca_000768555	925.400624099856	452221.4776370654	1288298	bacteria	307.5844093735055	50101.50722398736	bacteria
actinoplanes_sp_atcc_53533_gca_003947245	973.5399827288428	505333.35335417534	1288362	bacteria	324.3144414640478	56153.52659395288	bacteria
nitrosospira_lacus_gca_000355765	962.5229325920778	565088.2697206984	1288494	bacteria	320.07915936952713	63123.7666818439	bacteria
marinobacter_santoriniensis_nksg1_gca_000347775	992.8478202003791	407426.3164883404	1288826	bacteria	330.3504875406284	45265.55580306758	bacteria
clostridium_liquoris_gca_002995785	897.3654949784792	384373.8064444266	1289519	bacteria	298.6833034111311	42703.93630517551	bacteria
botrytis_cinerea_bcdw1_gca_000349525	1676.098567283279	1446270.4637578095	1290391	eukaryota	503.4442932317184	145111.2833042414	fungi
lactobacillus_sharpeae_jcm_1186_dsm_20505_gca_001436225	912.8520475561428	406415.6662061581	1291052	bacteria	303.6173491853809	45157.29624512868	bacteria
treponema_pedis_str_t_a4_gca_000447675	921.7757994186046	445422.38846537314	1291379	bacteria	306.17657657657657	49284.99115986932	bacteria
metarhizium_anisopliae_brip_53293_gca_000426965	1663.3491020586946	1918760.5407243995	1291518	eukaryota	485.4146790599789	169516.96606004782	fungi
nonomuraea_fuscirosea_gca_003001935	956.7703421379188	418747.0116085878	1291556	bacteria	318.40599503369987	46510.50601815838	bacteria
lactobacillus_nasuensis_jcm_17158_gca_001434705	953.1061185468452	416144.4851466679	1291734	bacteria	317.0353728489484	46238.276127407546	bacteria
lactobacillus_oryzae_jcm_18671_gca_000740055	849.7578001057641	322453.4227896552	1291743	bacteria	282.6984126984127	35823.45372961254	bacteria
lactococcus_fujiensis_jcm_16395_gca_002441655	882.5666996047431	432039.074145108	1291764	bacteria	293.522233201581	48004.34157167866	bacteria
leucobacter_sp_ucd_thu_gca_000349545	1011.264767199444	461788.4088451144	1292023	bacteria	336.4239054899236	51309.85778077938	bacteria
mycoplasma_putrefaciens_mput9231_gca_000376625	1066.9010494752624	540112.9361400381	1292033	bacteria	354.8843843843844	60098.23172571068	bacteria
paeniclostridium_sordellii_atcc_9714_gca_000444075	457.3501762632197	77626.04256754783	1292036	bacteria	151.80053727333782	8625.18774782212	bacteria
halanaerobium_saccharolyticum_subsp_saccharolyticum_dsm_6643_gca_000350165	972.545693869876	386975.3774259574	1293054	bacteria	323.64162283996995	42948.24506132632	bacteria
devosia_epidermidihirudinis_gca_000971295	924.6924655526238	360888.566685151	1293439	bacteria	307.74917983895017	40087.04834732833	bacteria
lysinibacillus_contaminans_gca_001278945	878.6581173260573	299452.4750603191	1293441	bacteria	292.1045143638851	33257.1603928607	bacteria
lactobacillus_saniviri_jcm_17471_dsm_24301_gca_001437465	900.9665809768636	363390.76270609343	1293598	bacteria	299.74967852550367	40373.36698638889	bacteria
candidatus_nanobsidianus_stetteri_gca_000387965	831.386398763524	354608.6244586828	1294122	archaea	276.46522411128285	39400.72905192338	archaea
hungateiclostridium_straminisolvens_jcm_21531_gca_000521465	742.264887063655	355618.0286321586	1294263	bacteria	246.75496235455168	39513.11429246207	bacteria
cohnella_lupini_gca_003386205	995.7405366980628	558991.5458911444	1294267	bacteria	331.51245108502314	62086.08977556023	bacteria
melittangium_boletus_dsm_14713_gca_002305855	1115.6491643801446	791169.5140450794	1294270	bacteria	371.4831305656591	88226.90253149284	bacteria
roseibacterium_elongatum_dsm_19469_gca_000590925	885.0936774941995	363341.7565251434	1294273	bacteria	294.7293912030294	40469.963754203854	bacteria
youngimonas_vesicularis_gca_004799325	940.170311645708	395594.18126766337	1294297	bacteria	313.1371851040525	43921.54595186603	bacteria
candidatus_methanomassiliicoccus_intestinalis_issoire_mx1_gca_000404225	925.4645799011532	791423.1345963757	1295009	archaea	308.15060240963857	87754.99264895197	archaea
mesorhizobium_soli_gca_003012705	918.4699537750386	379651.5809891931	1295366	bacteria	305.60801781737194	42177.3418685343	bacteria
cryptococcus_depauperatus_cbs_7841_gca_001720195	1753.6271990209575	1589823.8590091818	1295531	eukaryota	494.6280245022971	144941.48222875112	fungi
cryptococcus_amylolentus_cbs_6039_gca_001720205	1924.146199539338	1602811.1129586997	1295533	eukaryota	492.2135580887703	136565.08149474903	fungi
mucilaginibacter_yixingensis_gca_003050755	1062.8518351722585	637418.9875016989	1295612	bacteria	353.6828828828829	70820.77799033545	bacteria
cellulomonas_sp_b6_gca_001462455	998.7444089456868	450373.4785240768	1295626	bacteria	332.384772462077	50186.34825944631	bacteria
kwoniella_pini_cbs_10737_gca_000512605	1941.1640056201304	1658607.6261390883	1296096	eukaryota	515.3829053277118	143267.59614525083	fungi
kwoniella_bestiolae_cbs_10118_gca_000512585	1896.7908682798643	1648972.2484185735	1296100	eukaryota	486.5275435330194	131816.41881958392	fungi
kwoniella_heveanensis_bcc8398_gca_000507405	2177.451999495396	1763884.2275404755	1296120	eukaryota	536.9997476022211	146421.7967940799	fungi
kwoniella_dejecticola_cbs_10117_gca_000512565	1981.5215066263656	1654477.4159424803	1296121	eukaryota	511.6903488372093	138695.52440969335	fungi
merismopedia_glauca_ccap_1448_3_gca_003003775	929.0560344827586	519984.0003084791	1296344	bacteria	309.14532125916344	57767.58595071628	bacteria
aquabacterium_olei_gca_003100395	1050.4195214790648	601320.7815279734	1296669	bacteria	349.3858117326057	67040.74084667307	bacteria
anaerobacterium_chartisolvens_gca_003337415	1010.0549553781118	917806.619953122	1297424	bacteria	336.3804373383494	101991.45259933831	bacteria
mesorhizobium_sp_stm_4661_gca_000359125	845.9133265808132	370739.6146284547	1297570	bacteria	281.3267756400984	41184.70092792666	bacteria
intestinimonas_butyriciproducens_gca_001454945	882.639751552795	431677.4855672755	1297617	bacteria	293.9038117927338	48064.15309240663	bacteria
bacteroides_luti_gca_900128905	1127.3351920693929	622594.0053678901	1297750	bacteria	375.1773643410853	69214.62051724471	bacteria
gracilibacillus_boraciitolerans_jcm_21714_gca_000521485	671.9869662921349	210170.42419511013	1298598	bacteria	223.3289887640449	23352.269355012235	bacteria
thermosulfidibacter_takaii_abi70s6_gca_001547735	979.211155378486	356231.0322672862	1298851	bacteria	325.6947608200456	39600.63498108236	bacteria
sphingomonas_sp_urhd0007_gca_003097155	947.5939585528628	493293.8153956736	1298856	bacteria	315.198454513523	54810.95533141246	bacteria
wallemia_ichthyophaga_exf_994_gca_000400465	1596.2382322713258	1522554.9163011508	1299270	eukaryota	484.2892886683209	145762.11670840805	fungi
mycobacterium_kansasii_824_gca_000524095	746.5801734178854	373390.3580225948	1299328	bacteria	248.2369859448204	41491.27208754321	bacteria
mycobacterium_avium_subsp_avium_2285_r__gca_000523675	774.9426981008513	305452.72538797033	1299330	bacteria	257.0063112439794	34103.3541129855	bacteria
mycobacterium_xenopi_3993_gca_000523715	452.6848508634223	103651.07150828902	1299333	bacteria	150.4984688333498	11544.621292853875	bacteria
flavobacterium_urocaniciphilum_gca_900110615	1029.134637964775	623751.7900096084	1299341	bacteria	342.45732184808145	69322.39555349843	bacteria
methanobrevibacter_arboriphilus_jcm_13429_dsm_1125_gca_002072215	932.6128374936322	599254.9152683462	1300164	archaea	310.4502804691484	66599.29459303356	archaea
brevibacillus_borstelensis_ak1_gca_000353565	899.7285396889517	357692.0269004731	1300222	bacteria	299.2443950717027	39744.24086504308	bacteria
streptomyces_zhaozhouensis_gca_900230195	1040.318780443803	790393.2060113597	1300267	bacteria	346.4538558786346	87814.16662936725	bacteria
croceitalea_dokdonensis_dokdo_023_gca_001306415	946.5714285714286	611010.95591881	1300341	bacteria	315.10917979359044	67966.4553408647	bacteria
dokdonella_koreensis_ds_123_gca_001632775	1053.1364238410597	691137.3536676528	1300342	bacteria	350.3746687864335	76813.32791368566	bacteria
isoptericola_dokdonensis_ds_3_gca_001636295	1018.6588304437262	468797.462934199	1300344	bacteria	338.8862768145753	52088.60699268878	bacteria
lysobacter_dokdonensis_ds_58_gca_000770795	951.8541996830428	492434.4942713552	1300345	bacteria	316.5928979074192	54730.29790070191	bacteria
nocardioides_dokdonensis_fr1436_gca_001653335	983.578216374269	363311.7379703982	1300347	bacteria	327.0320371729029	40353.60440389686	bacteria
sulfitobacter_donghicola_dsw_25_kctc_12864_jcm_14565_gca_000712275	928.5004389815628	482699.1183399712	1300350	bacteria	308.90632318501173	53632.61786922963	bacteria
mucilaginibacter_sp_pamc_26640_gca_001596135	1007.1633039092056	580907.1869062146	1300914	bacteria	335.46593545665473	64677.20290054352	bacteria
sphingobium_japonicum_bid32_gca_000382885	893.5073859987154	719162.5767655638	1301087	bacteria	297.21755888650966	79913.10922256828	bacteria
cutibacterium_acnes_jcm_18909_gca_000521385	564.1268994934684	152888.0345588909	1302241	bacteria	187.50213219616205	17043.070110088625	bacteria
cutibacterium_acnes_jcm_18916_gca_000521405	572.1711711711712	158240.3128551818	1302242	bacteria	190.05705705705705	17582.256983909087	bacteria
cutibacterium_acnes_jcm_18918_gca_000521425	509.7788321167883	123443.90799668878	1302243	bacteria	169.3794697153977	13771.711928769824	bacteria
cutibacterium_acnes_jcm_18920_gca_000521445	625.0394973070017	185357.0538121388	1302244	bacteria	207.81573437032608	20650.80864523403	bacteria
lactobacillus_kimchicus_jcm_15530_gca_001433995	901.761943319838	350623.94816633133	1302272	bacteria	299.92064777327937	38958.216462925695	bacteria
tetragenococcus_muriaticus_pmc_11_5_gca_000747235	649.1449942462601	221730.9183392843	1302649	bacteria	215.71499808208668	24636.76870436492	bacteria
mucilaginibacter_polytrichastri_gca_001911425	984.9886886503068	589892.8441673308	1302689	bacteria	327.865062560154	65741.07670559389	bacteria
cnuella_takakiae_gca_900129015	1022.2585191417752	637113.5811655744	1302690	bacteria	340.1535872080791	70784.15948681357	bacteria
chthonomonas_calidirosea_t49_gca_000427095	1089.5602988260405	509080.1112204089	1303518	bacteria	362.7746529013884	56513.63972766616	bacteria
endosymbiont_of_bathymodiolus_septemdierum_str_myojin_knoll_gca_001547755	921.7804214819852	485580.581004176	1303921	bacteria	306.52010906612134	54043.43121199356	bacteria
salinisphaera_hydrothermalis_c41b8_gca_000732535	973.6767331932772	382521.76754887344	1304275	bacteria	323.9734699238245	42489.15457710518	bacteria
chryseobacterium_koreense_ccug_49689_gca_001045435	937.9138549892318	495935.7089138949	1304281	bacteria	312.1648706896552	55091.61743598759	bacteria
caldisalinibacter_kiritimatiensis_gca_000387765	877.281926811053	378919.15507854224	1304284	bacteria	291.7847817978366	42070.53538026021	bacteria
alteromonadaceae_bacterium_2052s_s_stab0a_01_gca_003634075	1068.510480349345	804254.1106130034	1304900	bacteria	355.5214067278287	89399.6518248068	bacteria
alteromonadaceae_bacterium_bs31_gca_900177435	1010.5545496750232	660232.6343582136	1304903	bacteria	336.2762392366768	73443.32940037851	bacteria
bacillus_solimangrovi_gca_001742425	869.8991501416431	324228.98104206583	1305675	bacteria	289.30198300283286	36025.90424656247	bacteria
rhodotorula_sp_jg_1b_gca_001541205	2059.554707379135	2040177.8093195288	1305733	eukaryota	517.7145852051513	154586.73236474476	fungi
pseudozyma_hubeiensis_sy62_gca_000403515	1865.847028907923	2238744.8464936474	1305764	eukaryota	555.138517130621	206705.48516059027	fungi
streptomyces_sp_amel2xc10_gca_900177255	989.8088194250628	565334.8097812438	1305826	bacteria	329.3787180561374	62831.58699952957	bacteria
streptomyces_sp_pstaah_137_gca_003259365	975.8207523973444	427548.64756633417	1305830	bacteria	324.63789499569657	47505.162149626456	bacteria
flavobacterium_commune_gca_001857965	1085.669780927835	672164.1509911219	1306519	bacteria	361.27125243348473	74925.26038070938	bacteria
termitomyces_sp_j132_gca_001263195	1725.8235663645337	4247460.773930306	1306850	eukaryota	415.4195433297375	110062.93850501484	fungi
salinispira_pacifica_gca_000507245	984.8071216617212	524177.8909555002	1307761	bacteria	327.80805970149254	58741.14529184474	bacteria
gracilibacillus_halophilus_yim_c55_5_gca_000359605	849.5862533692722	329100.53451942623	1308866	bacteria	282.53133423180594	36567.26089852257	bacteria
deinococcus_soli_cha_et_al_2016_gca_001007995	919.095108695652	375133.9393032842	1309411	bacteria	305.92470187393525	41778.84265818478	bacteria
pelagicola_litorisediminis_gca_900172295	916.735723431498	336194.39991459565	1312363	bacteria	304.9774590163934	37347.72021941928	bacteria
thermoanaerobaculum_aquaticum_gca_000687145	1043.242343541944	444972.9829842034	1312852	bacteria	347.1269982238011	49458.14912417058	bacteria
williamsia_sp_d3_gca_000506245	914.5949290060852	433764.2235896176	1313067	bacteria	304.1973203410475	48216.92958469613	bacteria
paenibacillus_uliginis_n3_975_gca_900177425	931.3396653886372	482958.9327160812	1313296	bacteria	310.16054564533056	53782.211407923314	bacteria
chitinivibrio_alkaliphilus_acht1_gca_000474745	1010.4453125	523717.5002646005	1313304	bacteria	336.1484375	58190.83336273339	bacteria
peniophora_sp_cont_gca_001632445	1694.473020063358	1384447.491167076	1314672	eukaryota	414.9419262706934	95848.76664736302	fungi
cylindrobasidium_torrendii_fp15055_ss_10_gca_000934385	1654.32627270769	1189982.6524067798	1314674	eukaryota	413.613878491218	94761.139791536	fungi
mortierella_elongata_ag_77_gca_001651415	1955.2176616083964	1963608.2716468647	1314771	eukaryota	457.6672054960598	144565.12142411128	fungi
sistotremastrum_suecicum_hhb10207_ss_3_gca_001632355	1692.9704783532345	1313278.1958317051	1314776	eukaryota	409.212105649303	100799.89770361492	fungi
sistotremastrum_niveocremeum_hhb9708_gca_001630475	1733.5885683678937	1425477.8315528096	1314777	eukaryota	425.6081350729087	101260.66905654177	fungi
exidia_glandulosa_hhb12029_gca_001632375	1554.9719286410314	1821189.410665813	1314781	eukaryota	368.6667553697016	79515.55834768745	fungi
neolentinus_lepideus_hhb14362_ss_1_gca_001632425	1674.4972253895858	1476533.6757373211	1314782	eukaryota	393.2157027315733	104770.0705996473	fungi
daedalea_quercina_l_15889_gca_001632345	1756.0162414896236	1468034.5980955032	1314783	eukaryota	408.5467170679596	106217.98041513369	fungi
laetiporus_sulphureus_93_53_gca_001632365	1693.384861717613	1674524.863443572	1314785	eukaryota	392.3501130809076	106246.12277887964	fungi
basidiobolus_meristosporus_cbs_931_73_gca_002104905	1445.3914338919926	1508757.5803350843	1314790	eukaryota	380.04699284471087	131421.8990937478	fungi
rhizopogon_vinicolor_am_or11_026_gca_001658105	1594.186933978569	1538034.8822269442	1314800	eukaryota	361.7263099605455	98193.39442264877	fungi
penicillium_subrubescens_gca_001908125	1425.488608309233	1227125.390971377	1316194	eukaryota	417.1723179940162	118225.75052808809	fungi
enterococcus_sp_hsieg1_gca_000448585	704.4352730069213	277048.615104214	1316414	bacteria	234.6944873776404	30842.359098693603	bacteria
altererythrobacter_xiamenensis_gca_900177715	947.379403794038	394746.1264207898	1316679	bacteria	315.22297526262287	43847.89806178888	bacteria
phytophthora_parasitica_p10297_gca_000367145	1487.2066712814744	2170918.495207515	1317064	eukaryota	392.9190399582591	194339.15711159245	protists
phytophthora_parasitica	1500.827669588497	2223634.070957308	1317065	eukaryota	395.95249912922327	200416.52323666785	protists
phaeobacter_sp_22ii1_1f12b_gca_002210165	944.9966597077243	359783.4274267185	1317111	bacteria	314.3359081419624	39975.26258588424	bacteria
aurantimonas_sp_22ii_16_19i_gca_002088275	938.3092764027962	431797.56173743936	1317114	bacteria	312.1755811755812	47978.17313517729	bacteria
oceanicola_sp_22ii_s10i_gca_002210105	941.945426079177	543134.3898621842	1317116	bacteria	313.3173786624916	60348.19029970423	bacteria
oceanococcus_atlanticus_gca_002088235	1033.9613394216135	516162.5956425416	1317117	bacteria	343.9716808769793	57367.845984258776	bacteria
pseudaestuariivita_atlantica_gca_001205715	932.3256281407037	358326.10957173404	1317121	bacteria	310.2187028657617	39810.98057040653	bacteria
aquimarina_atlantica_gca_000626715	1031.4017969076474	927010.4004899784	1317122	bacteria	343.1349770162975	103001.93496444044	bacteria
thioclava_atlantica_gca_000737065	933.5371352785146	428679.9096049511	1317124	bacteria	310.7286965755243	47611.0416165428	bacteria
